Gross,Net,Conventional Accounting,Economic Sector,Sector,Category,Sub-Category 1,Sub-Category 2,Sub-Category 3,Year,Gas,MT CO2e AR5 20 yr,MT CO2e AR4 100 yr
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Recreational Vehicle,Gasoline,1990,CH4,10771,3590
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Recreational Vehicle,Gasoline,1990,N2O,17727,17794
Yes,No,No,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Recreational Vehicle,Gasoline,1990,Biogenic CO2,0,0
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Transportation,Nonroad - Pipelines,Natural Gas,1990,CO2,258221,258221
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Transportation,Nonroad - Pipelines,Natural Gas,1990,CH4,432,144
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Transportation,Nonroad - Pipelines,Natural Gas,1990,N2O,136,136
Yes,Yes,Yes,Industry,Energy,Fugitive Emissions,Oil and Gas Systems,Not Applicable,All,1990,CO2,45556,45556
Yes,Yes,Yes,Industry,Energy,Fugitive Emissions,Oil and Gas Systems,Not Applicable,All,1990,CH4,18201151,6067050
Yes,Yes,Yes,Industry,Energy,Fugitive Emissions,Oil and Gas Systems,Not Applicable,All,1990,N2O,113,114
Yes,Yes,No,Electricity,Energy,Imported Electricity,Net Electricity Imports,Not Applicable,All,1990,CO2,903116,903116
Yes,Yes,No,Electricity,Energy,Imported Electricity,Net Electricity Imports,Not Applicable,All,1990,CH4,1027,342
Yes,Yes,No,Electricity,Energy,Imported Electricity,Net Electricity Imports,Not Applicable,All,1990,N2O,3437,3450
Yes,No,No,Electricity,Energy,Imported Electricity,Net Electricity Imports,Not Applicable,All,1990,Biogenic CO2,6437,6437
Yes,Yes,No,Electricity,Energy,Imported Electricity,Direct Electricity Imports,Not Applicable,All,1990,CO2,0,0
Yes,Yes,No,Electricity,Energy,Imported Electricity,Direct Electricity Imports,Not Applicable,All,1990,CH4,0,0
Yes,Yes,No,Electricity,Energy,Imported Electricity,Direct Electricity Imports,Not Applicable,All,1990,N2O,0,0
Yes,No,No,Electricity,Energy,Imported Electricity,Direct Electricity Imports,Not Applicable,All,1990,Biogenic CO2,0,0
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Electricity,Not Applicable,Coal,1990,CO2,686687,686687
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Electricity,Not Applicable,Distillate Fuel,1990,CO2,90968,90968
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Electricity,Not Applicable,Natural Gas,1990,CO2,2688970,2688970
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Electricity,Not Applicable,Petroleum Coke,1990,CO2,0,0
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Electricity,Not Applicable,Residual Fuel,1990,CO2,3622056,3622056
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Electricity,Not Applicable,Coal,1990,CH4,6048709,2016236
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Electricity,Not Applicable,Distillate Fuel,1990,CH4,62698,20899
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Electricity,Not Applicable,Natural Gas,1990,CH4,8825750,2941917
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Electricity,Not Applicable,Petroleum Coke,1990,CH4,0,0
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Electricity,Not Applicable,Residual Fuel,1990,CH4,3029117,1009706
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Electricity,Not Applicable,Coal,1990,N2O,5378,5399
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Electricity,Not Applicable,Distillate Fuel,1990,N2O,251,252
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Electricity,Not Applicable,Natural Gas,1990,N2O,8118,8148
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Electricity,Not Applicable,Petroleum Coke,1990,N2O,0,0
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Electricity,Not Applicable,Residual Fuel,1990,N2O,11512,11555
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Residential,Not Applicable,Coal,1990,CO2,3579,3579
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Residential,Not Applicable,Distillate Fuel,1990,CO2,2619486,2619486
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Residential,Not Applicable,Kerosene,1990,CO2,96934,96934
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Residential,Not Applicable,LPG,1990,CO2,249210,249210
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Residential,Not Applicable,Natural Gas,1990,CO2,3956982,3956982
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Residential,Not Applicable,Coal,1990,CH4,31523,10508
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Residential,Not Applicable,Distillate Fuel,1990,CH4,1805434,601811
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Residential,Not Applicable,Kerosene,1990,CH4,88505,29502
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Residential,Not Applicable,LPG,1990,CH4,143271,47757
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Residential,Not Applicable,Natural Gas,1990,CH4,12987625,4329208
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Residential,Not Applicable,Coal,1990,N2O,28,28
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Residential,Not Applicable,Distillate Fuel,1990,N2O,7230,7257
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Residential,Not Applicable,Kerosene,1990,N2O,305,307
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Residential,Not Applicable,LPG,1990,N2O,690,692
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Residential,Not Applicable,Natural Gas,1990,N2O,11946,11991
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Commercial,Not Applicable,Coal,1990,CO2,14317,14317
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Commercial,Not Applicable,Distillate Fuel,1990,CO2,1281066,1281066
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Commercial,Not Applicable,Kerosene,1990,CO2,14771,14771
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Commercial,Not Applicable,LPG,1990,CO2,70702,70702
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Commercial,Not Applicable,Natural Gas,1990,CO2,2282836,2282836
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Commercial,Not Applicable,Residual Fuel,1990,CO2,1171432,1171432
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Commercial,Not Applicable,Coal,1990,CH4,126113,42038
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Commercial,Not Applicable,Distillate Fuel,1990,CH4,882952,294317
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Commercial,Not Applicable,Kerosene,1990,CH4,13486,4495
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Commercial,Not Applicable,LPG,1990,CH4,40647,13549
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Commercial,Not Applicable,Natural Gas,1990,CH4,7492735,2497578
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Commercial,Not Applicable,Residual Fuel,1990,CH4,979666,326555
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Commercial,Not Applicable,Coal,1990,N2O,112,113
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Commercial,Not Applicable,Distillate Fuel,1990,N2O,3536,3549
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Commercial,Not Applicable,Kerosene,1990,N2O,47,47
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Commercial,Not Applicable,LPG,1990,N2O,196,196
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Commercial,Not Applicable,Natural Gas,1990,N2O,6892,6918
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Commercial,Not Applicable,Residual Fuel,1990,N2O,3723,3737
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Asphalt and Road Oil,1990,CO2,0,0
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Coal,1990,CO2,217289,217289
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Distillate Fuel,1990,CO2,246104,246104
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Kerosene,1990,CO2,13666,13666
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,LPG,1990,CO2,7999,7999
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Lubricants,1990,CO2,0,0
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Lubricants (Transportation),1990,CO2,0,0
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Miscellaneous Petroleum Products,1990,CO2,0,0
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Natural Gas,1990,CO2,1153376,1153376
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Petroleum Coke,1990,CO2,146604,146604
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Residual Fuel,1990,CO2,315375,315375
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Special Naphthas,1990,CO2,2493,2493
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Waxes,1990,CO2,0,0
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Asphalt and Road Oil,1990,CH4,0,0
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Coal,1990,CH4,1913996,637999
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Distillate Fuel,1990,CH4,169623,56541
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Kerosene,1990,CH4,12478,4159
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,LPG,1990,CH4,4599,1533
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Lubricants,1990,CH4,0,0
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Lubricants (Transportation),1990,CH4,0,0
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Miscellaneous Petroleum Products,1990,CH4,0,0
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Natural Gas,1990,CH4,3785616,1261872
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Petroleum Coke,1990,CH4,119408,39803
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Residual Fuel,1990,CH4,263748,87916
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Special Naphthas,1990,CH4,1735,578
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Waxes,1990,CH4,0,0
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Asphalt and Road Oil,1990,N2O,0,0
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Coal,1990,N2O,1702,1708
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Distillate Fuel,1990,N2O,679,682
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Kerosene,1990,N2O,43,43
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,LPG,1990,N2O,22,22
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Lubricants,1990,N2O,0,0
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Lubricants (Transportation),1990,N2O,0,0
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Miscellaneous Petroleum Products,1990,N2O,0,0
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Natural Gas,1990,N2O,3482,3495
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Petroleum Coke,1990,N2O,463,465
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Residual Fuel,1990,N2O,1002,1006
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Special Naphthas,1990,N2O,7,8
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Waxes,1990,N2O,0,0
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Asphalt and Road Oil,1990,CO2,290551,290551
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Coal,1990,CO2,555,555
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Distillate Fuel,1990,CO2,789,789
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Kerosene,1990,CO2,0,0
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,LPG,1990,CO2,14023,14023
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Lubricants,1990,CO2,106100,106100
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Lubricants (Transportation),1990,CO2,109892,109892
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Miscellaneous Petroleum Products,1990,CO2,33655,33655
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Natural Gas,1990,CO2,18877,18877
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Petroleum Coke,1990,CO2,4362,4362
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Residual Fuel,1990,CO2,0,0
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Special Naphthas,1990,CO2,16029,16029
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Waxes,1990,CO2,8040,8040
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Asphalt and Road Oil,1990,CH4,312595,104198
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Coal,1990,CH4,4885,1628
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Distillate Fuel,1990,CH4,1088,363
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Kerosene,1990,CH4,0,0
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,LPG,1990,CH4,17989,5996
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Lubricants,1990,CH4,59300,19767
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Lubricants (Transportation),1990,CH4,61420,20473
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Miscellaneous Petroleum Products,1990,CH4,28145,9382
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Natural Gas,1990,CH4,138660,46220
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Petroleum Coke,1990,CH4,5075,1692
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Residual Fuel,1990,CH4,0,0
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Special Naphthas,1990,CH4,29130,9710
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Waxes,1990,CH4,9947,3316
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Asphalt and Road Oil,1990,N2O,757,760
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Coal,1990,N2O,6,6
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Distillate Fuel,1990,N2O,5,5
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Kerosene,1990,N2O,0,0
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,LPG,1990,N2O,106,106
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Lubricants,1990,N2O,217,218
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Lubricants (Transportation),1990,N2O,227,228
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Miscellaneous Petroleum Products,1990,N2O,112,112
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Natural Gas,1990,N2O,126,127
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Petroleum Coke,1990,N2O,23,23
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Residual Fuel,1990,N2O,0,0
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Special Naphthas,1990,N2O,0,0
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Waxes,1990,N2O,0,0
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Road,Gasoline,1990,CO2,13927838,13927838
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Road,Diesel,1990,CO2,1722122,1722122
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Road,CNG,1990,CO2,22,22
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Road,Gasoline,1990,CH4,7352446,2450815
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Road,Diesel,1990,CH4,1186942,395647
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Road,CNG,1990,CH4,74,25
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Road,Gasoline,1990,N2O,38419,38565
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Road,Diesel,1990,N2O,4753,4771
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Road,CNG,1990,N2O,0,0
Yes,No,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Road,Diesel,1990,Biogenic CO2,0,0
Yes,No,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Road,Gasoline,1990,Biogenic CO2,0,0
Yes,No,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Road,CNG,1990,Biogenic CO2,0,0
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Aviation,Aviation Gasoline,1990,CO2,7973,7973
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Aviation,Jet Fuel,1990,CO2,786811,786811
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Aviation,Aviation Gasoline,1990,CH4,7280,2427
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Aviation,Jet Fuel,1990,CH4,718393,239464
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Aviation,Aviation Gasoline,1990,N2O,25,25
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Aviation,Jet Fuel,1990,N2O,2479,2488
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Railroad,Distillate Fuel,1990,CO2,23492,23492
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Railroad,Distillate Fuel,1990,CH4,16191,5397
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Railroad,Distillate Fuel,1990,N2O,65,65
Yes,No,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Railroad,Distillate Fuel,1990,Biogenic CO2,0,0
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Military,Distillate Fuel,1990,CO2,21813,21813
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Military,Residual Fuel,1990,CO2,16972,16972
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Military,Distillate Fuel,1990,CH4,15034,5011
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Military,Residual Fuel,1990,CH4,14194,4731
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Military,Distillate Fuel,1990,N2O,60,60
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Military,Residual Fuel,1990,N2O,54,54
Yes,No,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Military,Distillate Fuel,1990,Biogenic CO2,0,0
Yes,No,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Military,Residual Fuel,1990,Biogenic CO2,0,0
No,No,No,Excluded,Energy,Imported Fossil Fuels,Transportation,Bunker (Vessel),Distillate Fuel,1990,CO2,19180,19180
No,No,No,Excluded,Energy,Imported Fossil Fuels,Transportation,Bunker (Vessel),Residual Fuel,1990,CO2,69594,69594
No,No,No,Excluded,Energy,Imported Fossil Fuels,Transportation,Bunker (Vessel),Distillate Fuel,1990,CH4,13220,4407
No,No,No,Excluded,Energy,Imported Fossil Fuels,Transportation,Bunker (Vessel),Residual Fuel,1990,CH4,58201,19400
No,No,No,Excluded,Energy,Imported Fossil Fuels,Transportation,Bunker (Vessel),Distillate Fuel,1990,N2O,53,53
No,No,No,Excluded,Energy,Imported Fossil Fuels,Transportation,Bunker (Vessel),Residual Fuel,1990,N2O,221,222
No,No,No,Excluded,Energy,Imported Fossil Fuels,Transportation,Bunker (Vessel),Distillate Fuel,1990,Biogenic CO2,0,0
No,No,No,Excluded,Energy,Imported Fossil Fuels,Transportation,Bunker (Aircraft),Jet Fuel,1990,CO2,1561315,1561315
No,No,No,Excluded,Energy,Imported Fossil Fuels,Transportation,Bunker (Aircraft),Jet Fuel,1990,CH4,1425548,475183
No,No,No,Excluded,Energy,Imported Fossil Fuels,Transportation,Bunker (Aircraft),Jet Fuel,1990,N2O,4919,4937
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Other,Distillate Fuel,1990,CO2,90793,90793
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Other,Distillate Fuel,1990,CH4,62578,20859
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Other,Distillate Fuel,1990,N2O,251,252
Yes,No,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Other,Distillate Fuel,1990,Biogenic CO2,0,0
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Industrial/Commercial,Gasoline,1990,CO2,34492,34492
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Industrial/Commercial,Gasoline,1990,CH4,18208,6069
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Industrial/Commercial,Gasoline,1990,N2O,95,96
Yes,No,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Industrial/Commercial,Gasoline,1990,Biogenic CO2,0,0
